######################## application A - intensity 1 #######################
mem bw: 5,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,5

######################## application E - intensity 3 #######################
core cpu usage: 8,3,2,10,1,13,13,4,5,1,5,4,9,5,3,13,8,10,12,13,13,8,9,9,2,10,2,5,13,9,14,6,9,14,13,1,13,12,8,9,4,7,2,12,14,11,13,4,5,14,1,8,5,6,14,14,2,8,14,2,13,13,4,4,13,12,10,12,6,14,12,10,11,7,3,10,3,13,4,14,4,13,1,10,6,9,5,10,9,3,6,12,5,5,10,5,14,9,11,14
cache miss: 0,0,1,0,1,2,0,2,0,0,0,2,1,0,2,1,1,0,2,2,1,2,1,1,1,0,2,0,1,2,2,1,2,1,1,1,1,2,0,2,0,2,1,2,2,2,1,0,2,1,0,1,0,1,1,1,1,1,2,2,0,2,1,1,2,0,0,0,2,1,0,0,0,1,1,0,1,0,2,0,2,1,0,1,0,2,1,1,0,1,2,2,0,0,1,2,1,2,2,0
mem bw: 6,6,6,6,6,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,6,6,6

######################## application E - intensity 4 #######################
core cpu usage: 14,3,4,1,7,16,3,5,8,17,15,1,1,11,4,14,5,16,3,8,13,3,4,4,11,12,10,5,13,5,5,3,17,1,6,15,12,7,5,14,15,7,3,4,5,4,13,12,14,11,5,8,9,3,8,10,1,10,7,17,17,7,13,10,2,8,16,13,4,8,16,3,17,1,12,11,5,13,14,12,6,16,3,1,3,1,9,7,2,2,13,17,10,17,14,14,13,3,5,9
cache miss: 0,1,0,2,0,0,2,1,1,2,2,2,2,2,0,1,2,1,2,0,0,0,0,1,0,1,2,2,0,1,2,2,2,2,0,0,0,2,0,2,0,0,1,1,2,2,2,1,0,1,0,2,1,2,0,0,1,1,1,2,0,1,2,2,2,0,1,1,2,1,0,1,2,0,1,0,1,0,2,2,2,0,0,2,2,0,0,0,0,0,1,1,1,0,0,0,2,2,2,2
mem bw: 8,8,8,8,8,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,8,8,8

######################## application E - intensity 5 #######################
core cpu usage: 14,8,11,8,14,11,9,3,19,12,4,17,2,6,8,17,2,13,3,15,10,10,11,3,18,15,1,12,7,10,19,10,20,8,15,12,19,16,7,18,8,5,1,14,1,8,18,12,1,11,1,13,10,4,7,17,8,14,16,2,5,9,3,2,8,17,14,12,15,3,19,4,17,5,13,3,19,19,2,14,5,8,10,9,11,13,11,11,15,9,8,3,7,5,19,4,5,4,6,15
cache miss: 1,1,1,0,2,1,0,1,1,1,1,0,0,0,2,1,2,2,2,0,0,1,0,0,2,0,1,1,2,0,2,1,1,0,0,1,1,2,2,2,0,0,1,0,0,0,0,0,0,0,0,1,1,2,2,2,0,2,2,1,0,0,0,0,2,1,0,0,1,0,0,1,0,0,2,1,2,1,1,0,1,2,1,0,1,0,0,1,1,1,0,0,2,2,2,0,2,1,1,1
mem bw: 10,10,10,10,10,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,10,10,10

######################## application F - intensity 1 #######################
core cpu usage: 20,6,7,78,17,9,18,11,90,12,5,17,16,85,20,16,15,17,78,10,5,15,12,70,13,6,20,16,94,12,10,8,12,91,12,13,6,12,88,17,16,10,10,77,15,16,5,16,100,9,11,20,14,75,20,6,7,6,77,12,5,20,5,80,11,9,15,10,99,15,6,5,9,88,9,8,16,7,81,17,8,15,14,80,9,10,18,20,90,15,10,16,12,91,10,17,14,14,74,10
cache miss: 3,1,3,80,3,2,3,1,55,3,2,3,1,70,3,1,2,1,60,3,1,1,2,60,1,3,1,3,71,3,3,2,2,50,2,1,1,3,52,2,2,1,3,50,1,2,2,3,63,1,2,2,2,61,3,2,1,2,75,3,3,3,1,55,2,1,1,2,50,2,2,1,1,60,1,2,1,3,52,3,1,2,3,69,2,3,1,2,80,3,1,3,2,55,1,1,2,1,56,2
mem bw: 18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18

######################## application F - intensity 2 #######################
core cpu usage: 13,14,14,77,8,6,17,20,74,6,16,5,18,72,14,20,11,8,70,11,10,14,7,85,8,14,17,20,85,13,7,17,10,81,17,16,10,19,71,13,19,19,13,77,13,6,9,8,72,16,18,12,6,96,17,18,20,12,85,14,7,17,6,86,9,8,19,10,100,10,11,11,9,71,18,7,18,11,96,9,13,15,7,72,17,17,15,13,86,19,5,18,8,83,9,9,8,8,88,8
cache miss: 2,3,2,78,2,2,2,3,65,3,3,2,1,55,2,2,1,3,69,3,3,2,1,62,2,3,1,1,73,2,2,2,1,60,2,2,2,2,77,3,3,1,1,54,2,3,2,2,58,3,2,3,3,52,1,2,1,2,73,2,3,2,1,66,1,1,2,3,66,2,1,3,3,50,1,1,1,1,57,1,2,1,2,72,1,2,2,2,66,2,3,1,3,50,1,2,2,3,64,1
mem bw: 26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26

######################## application F - intensity 3 #######################
core cpu usage: 20,16,16,75,13,7,14,5,82,6,10,11,12,90,12,11,13,18,86,5,5,20,9,90,10,5,12,13,89,14,13,18,17,97,16,19,13,11,84,14,17,8,5,86,16,14,14,8,85,7,15,13,15,97,13,13,14,11,74,12,6,17,15,91,9,5,20,14,78,18,17,17,6,88,11,15,12,20,99,16,14,10,10,79,8,20,9,13,93,10,15,7,12,81,12,14,18,15,81,13
cache miss: 3,2,2,77,1,2,1,3,68,3,3,1,2,78,1,3,1,3,62,3,2,2,1,77,1,1,1,2,63,3,2,1,2,77,3,1,1,2,60,3,1,2,3,51,1,2,2,1,74,1,3,1,2,75,1,1,3,2,70,2,2,2,2,62,1,1,3,1,73,2,1,2,3,56,1,3,1,3,73,1,1,3,2,59,1,1,2,3,68,2,1,1,1,59,2,2,3,3,69,3
mem bw: 34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34

######################## application F - intensity 4 #######################
core cpu usage: 15,18,9,80,20,16,11,10,100,17,5,12,12,93,9,11,5,10,73,16,6,17,13,94,6,6,8,5,71,8,18,19,17,73,13,20,9,11,92,5,14,18,8,91,13,9,18,8,86,8,14,8,8,85,11,11,13,11,81,18,14,10,6,87,20,11,20,15,77,5,5,7,8,96,20,9,7,7,93,8,13,12,19,79,13,19,6,8,96,10,6,14,16,95,15,18,8,8,97,6
cache miss: 1,1,3,70,1,2,2,2,80,3,2,3,1,61,2,1,1,2,62,2,2,2,3,77,2,2,3,1,53,1,3,3,1,80,1,1,2,3,65,3,3,2,1,69,2,2,3,1,77,3,3,1,2,79,2,1,2,2,51,1,2,3,2,50,3,3,3,3,68,3,3,1,3,77,2,3,3,3,72,3,1,2,3,73,1,2,2,3,71,3,2,1,3,78,3,1,1,3,79,1
mem bw: 42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42

######################## application F - intensity 5 #######################
core cpu usage: 20,20,10,72,20,15,12,15,78,6,12,17,17,96,12,7,19,19,95,19,7,20,19,80,8,20,5,8,82,18,6,5,7,95,14,11,19,15,81,6,12,19,15,87,20,16,19,8,73,12,5,15,16,96,14,16,8,6,98,10,20,9,18,73,13,11,11,8,99,17,11,19,11,92,15,8,18,6,99,8,19,19,9,100,20,5,6,18,96,20,10,10,9,73,17,15,17,18,89,12
cache miss: 2,2,2,59,2,1,1,2,69,3,3,3,2,76,3,3,2,3,73,3,3,1,1,56,3,3,2,3,61,3,1,3,3,80,1,3,3,3,70,2,3,1,2,67,2,3,3,3,72,2,3,3,3,59,2,1,3,1,50,2,1,1,3,51,1,2,1,2,71,2,1,1,3,75,2,1,3,1,61,2,1,3,3,73,3,1,3,3,67,2,1,3,3,59,3,3,1,2,62,2
mem bw: 50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
